GeneID_NCBI;Symbol_HGNC;Aliases;GenePanels_Symbol;GenePanel;Column1;;Symbol_HGNC;GenePanels_Symbol;
213;ALB;HSA|PRO0883|PRO0903|PRO1341;ALB;"OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;ALB;ALB;
5832;ALDH18A1;ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B;ALDH18A1;"BEWEGING (AD,AR);BLIND (AD,AR);DERM (AR);METAB (AR);MR (AR);OMIM (AD,AR);PCS (AR)";;;ALDH18A1;ALDH18A1;
8854;ALDH1A2;RALDH(II)|RALDH2|RALDH2-T;ALDH1A2;"CHD (AD);HART (AD);OMIM (AD)";;;ALDH1A2;ALDH1A2;
220;ALDH1A3;ALDH1A6|ALDH6|MCOP8|RALDH3;ALDH1A3;"BLIND (AR);METAB (AR);OMIM (AR);PCS (AR)";;;ALDH1A3;ALDH1A3;
219;ALDH1B1;ALDH5|ALDHX;ALDH1B1;"OMIM (AR);OXPHOS (AR)";;;ALDH1B1;ALDH1B1;
217;ALDH2;ALDH-E2|ALDHI|ALDM;ALDH2;"METAB (AR);OMIM (AD;AR)";;;ALDH2;ALDH2;
224;ALDH3A2;ALDH10|FALDH|SLS;ALDH3A2;"BEWEGING (AR);DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALDH3A2;ALDH3A2;
8659;ALDH4A1;ALDH4|P5CD|P5CDh;ALDH4A1;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALDH4A1;ALDH4A1;
7915;ALDH5A1;SSADH|SSDH;ALDH5A1;"BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALDH5A1;ALDH5A1;
4329;ALDH6A1;MMSADHA|MMSDH;ALDH6A1;"METAB (AR);OMIM (AR);PCS (AR)";;;ALDH6A1;ALDH6A1;
501;ALDH7A1;ATQ1|EPD|PDE;ALDH7A1;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALDH7A1;ALDH7A1;
226;ALDOA;ALDA|GSD12|HEL-S-87p;ALDOA;"METAB (AR);OMIM (AR);PCS (AR)";;;ALDOA;ALDOA;
229;ALDOB;ALDB|ALDO2;ALDOB;"DERM (AR);LEVER (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ALDOB;ALDOB;
56052;ALG1;CDG1K|HMAT1|HMT-1|HMT1|MT-1|Mat-1|hMat-1;ALG1;"EPI (AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ALG1;ALG1;
84920;ALG10;ALG10A|DIE2|KCR1;ALG10;"METAB (AR);OMIM (AR)";;;ALG10;ALG10;
440138;ALG11;CDG1P|GT8;ALG11;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG11;ALG11;
79087;ALG12;CDG1G|ECM39|PP14673|hALG12;ALG12;"LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG12;ALG12;
79868;ALG13;CDG1S|CXorf45|DEE36|EIEE36|GLT28D1|MDS031|TDRD13|YGL047W;ALG13;"EPI (XL);IMMUUN (XL);METAB (XL);MR (XL);OMIM (XL)";;;ALG13;ALG13;
199857;ALG14;CMS15|IDDEBF|MEPCA;ALG14;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG14;ALG14;
85365;ALG2;CDG1I|CDGIi|CMS14|CMSTA3|NET38|hALPG2;ALG2;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG2;ALG2;
10195;ALG3;CDG1D|CDGS4|CDGS6|D16Ertd36e|NOT56L|Not56|not;ALG3;"AKI (AR);EPI (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG3;ALG3;
29929;ALG6;CDG1C;ALG6;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ALG6;ALG6;
79053;ALG8;CDG1H|PCLD3;ALG8;"LEVER (AD,AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR;AD,AR);PCS (AR)";;;ALG8;ALG8;
79796;ALG9;CDG1L|DIBD1|GIKANIS|LOH11CR1J;ALG9;"LENGTE (AR);METAB (AR);MR (AR);NIER (AD);OMIM (AR;AD);PCS (AR)";;;ALG9;ALG9;
238;ALK;CD246|NBLST3;ALK;"OMIM (AD);TUMOR (AD)";;;ALK;ALK;
8846;ALKBH1;ABH|ABH1|ALKBH|alkB|hABH;ALKBH1;"OMIM (AR);OXPHOS (AR)";;;ALKBH1;ALKBH1;
91801;ALKBH8;ABH8|MRT71|TRM9|TRMT9|TRMT9A;ALKBH8;"MR (AR);OMIM (AR);PCS (AR)";;;ALKBH8;ALKBH8;
7840;ALMS1;ALSS;ALMS1;"BLIND (AR);CILIO (AR);DOOF (AR);HART (AR);LENGTE (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ALMS1;ALMS1;
242;ALOX12B;12R-LOX|ARCI2;ALOX12B;"DERM (AR);METAB (AR);OMIM (AR);PCS (AR)";;;ALOX12B;ALOX12B;
59344;ALOXE3;ARCI3|E-LOX|eLOX-3|eLOX3;ALOXE3;"DERM (AR);OMIM (AR);PCS (AR)";;;ALOXE3;ALOXE3;
248;ALPI;IAP;ALPI;"IMMUUN (AR);OMIM (AR)";;;ALPI;ALPI;
57538;ALPK3;CMH27|MAK|MIDORI;ALPK3;"HART (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;ALPK3;ALPK3;
249;ALPL;AP-TNAP|APTNAP|HOPS|TNALP|TNAP|TNSALP;ALPL;"DERM (AD,AR);LENGTE (AD,AR);METAB (AR);OMIM (AD,AR);PCS (AR)";;;ALPL;ALPL;
57679;ALS2;ALS2CR6|ALSJ|IAHSP|PLSJ;ALS2;"ALS (AR);BEWEGING (AR);OMIM (AR);PCS (AR)";;;ALS2;ALS2;
8092;ALX1;CART1|FND3|HEL23;ALX1;"CFA (AR);LENGTE (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);SCHISIS (AR)";;;ALX1;ALX1;
257;ALX3;FND|FND1;ALX3;"CFA (AD);LENGTE (AR);MR (AR);OMIM (AR;AD);PCS (AR);SCHISIS (AR)";;;ALX3;ALX3;
60529;ALX4;CRS5|FND2;ALX4;"CFA (AD);DERM (AD,AR);LENGTE (AD,AR);MR (AR);OMIM (AD;AD,AR);PCS (AR)";;;ALX4;ALX4;
23600;AMACR;AMACRD|CBAS4|P504S|RACE|RM;AMACR;"EPI (AR);HMSN (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)";;;AMACR;AMACR;
258;AMBN;AI1F;AMBN;"CFA (AR);OMIM (AR);PCS (AR)";;;AMBN;AMBN;
265;AMELX;AI1E|AIH1|ALGN|AMG|AMGL|AMGX;AMELX;"CFA (XL);DERM (XL);OMIM (XL)";;;AMELX;AMELX;
139285;AMER1;FAM123B|OSCS|WTX;AMER1;"CFA (XL);LENGTE (XL);MR (XL);OMIM (XL;AD);SCHISIS (AD)";;;AMER1;AMER1;
268;AMH;MIF|MIS;AMH;"DSD (AR);OMIM (AR);TUMOR (AR)";;;AMH;AMH;
269;AMHR2;AMHR|MISR2|MISRII|MRII;AMHR2;"DSD (AR);OMIM (AR);TUMOR (AR)";;;AMHR2;AMHR2;
9949;AMMECR1;AMMERC1|MFHIEN;AMMECR1;"DOOF (XL);LENGTE (XL);MR (XL);OMIM (XLR);SCHISIS (XLR)";;;AMMECR1;AMMECR1;
81693;AMN;IGS2|PRO1028|amnionless;AMN;"BMF (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)";;;AMN;AMN;
270;AMPD1;MAD|MADA|MMDD;AMPD1;"METAB (AR);OMIM (AR);PCS (AR)";;;AMPD1;AMPD1;
271;AMPD2;PCH9|SPG63;AMPD2;"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;AMPD2;AMPD2;
272;AMPD3;;AMPD3;"METAB (AR);OMIM (AR)";;;AMPD3;AMPD3;
275;AMT;GCE|GCST|GCVT|NKH;AMT;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;AMT;AMT;
401138;AMTN;AI3B|UNQ689;AMTN;"CFA (AD);OMIM (AD)";;;AMTN;AMTN;
64682;ANAPC1;APC1|MCPR|TSG24;ANAPC1;"OMIM (AR);PCS (AR)";;;ANAPC1;ANAPC1;
283;ANG;ALS9|HEL168|RAA1|RNASE4|RNASE5;ANG;"ALS (AD);OMIM (AD;UK,AR,AD,XL)";;;ANG;ANG;
284;ANGPT1;AGP1|AGPT|ANG1;ANGPT1;"IMMUUN (AD);OMIM (AD)";;;ANGPT1;ANGPT1;
27329;ANGPTL3;ANG-5|ANGPT5|ANL3|FHBL2;ANGPTL3;"OMIM (AR);PCS (AR)";;;ANGPTL3;ANGPTL3;
51129;ANGPTL4;ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158;ANGPTL4;OMIM (AD);;;ANGPTL4;ANGPTL4;
286;ANK1;ANK|SPH1|SPH2;ANK1;"OMIM (AD,AR);PCS (AR)";;;ANK1;ANK1;
287;ANK2;ANK-2|CFAP87|FAP87|LQT4|brank-2;ANK2;"HART (AD);OMIM (AD)";;;ANK2;ANK2;
288;ANK3;ANKYRIN-G|MRT37;ANK3;"MR (AR);OMIM (AR);PCS (AR)";;;ANK3;ANK3;
56172;ANKH;ANK|CCAL2|CMDJ|CPPDD|HANK|MANK|SLC62A1;ANKH;"LENGTE (AD);MR (AR);OMIM (AD;AR);PCS (AR)";;;ANKH;ANKH;
23141;ANKLE2;KIAA0692|LEMD7|Lem4|MCPH16;ANKLE2;"MR (AR);OMIM (AR);PCS (AR)";;;ANKLE2;ANKLE2;
27063;ANKRD1;ALRP|C-193|CARP|CVARP|MCARP|bA320F15.2;ANKRD1;"CHD (AD);HART (AD);OMIM (AD)";;;ANKRD1;ANKRD1;
29123;ANKRD11;ANCO-1|ANCO1|LZ16|T13;ANKRD11;"CFA (AD);DERM (AD);EPI (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;ANKRD11;ANKRD11;
22852;ANKRD26;THC2|bA145E8.1;ANKRD26;"BMF (AD);HEMOS (AD);OMIM (AD);TUMOR (AD)";;;ANKRD26;ANKRD26;
56899;ANKS1B;AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2;ANKS1B;"MR (AD);OMIM (AD)";;;ANKS1B;ANKS1B;
203286;ANKS6;ANKRD14|NPHP16|PKDR1|SAMD6;ANKS6;"CILIO (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ANKS6;ANKS6;
54443;ANLN;FSGS8|Scraps|scra;ANLN;"DOOF (AD);NIER (AD);OMIM (AD)";;;ANLN;ANLN;
55129;ANO10;SCAR10|TMEM16K;ANO10;"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;ANO10;ANO10;
63982;ANO3;C11orf25|DYT23|DYT24|GENX-3947|TMEM16C;ANO3;"BEWEGING (AD);OMIM (AD)";;;ANO3;ANO3;
203859;ANO5;GDD1|LGMD2L|LGMDR12|TMEM16E;ANO5;"LENGTE (AD);OMIM (AR;AD;AD,AR);PCS (AR);SPIER (AR)";;;ANO5;ANO5;
196527;ANO6;BDPLT7|SCTS|TMEM16F;ANO6;"HEMOS (AR);OMIM (AR);PCS (AR)";;;ANO6;ANO6;
3730;ANOS1;ADMLX|HH1|HHA|KAL|KAL1|KALIG-1|KMS|WFDC19;ANOS1;"DERM (XL);DSD (XL);HH (XL);NIER (XLR);OMIM (XLR)";;;ANOS1;ANOS1;
84168;ANTXR1;ATR|GAPO|TEM8;ANTXR1;"DERM (AD,AR);MR (AR);OMIM (AR;AD,AR);PCS (AR)";;;ANTXR1;ANTXR1;
118429;ANTXR2;CMG-2|CMG2|HFS|ISH|JHF;ANTXR2;"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;ANTXR2;ANTXR2;
311;ANXA11;ALS23|ANX11|CAP-50|CAP50;ANXA11;"ALS (AD);OMIM (AD)";;;ANXA11;ANXA11;
162;AP1B1;ADTB1|AP105A|BAM22|CLAPB2|KIDAR;AP1B1;"DERM (AR);DOOF (AR);OMIM (AR);PCS (AR)";;;AP1B1;AP1B1;
1174;AP1S1;AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A;AP1S1;"LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP1S1;AP1S1;
8905;AP1S2;DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B;AP1S2;"MR (XL);OMIM (XL;XLR)";;;AP1S2;AP1S2;
130340;AP1S3;PSORS15|sigma1C;AP1S3;"DERM (AD);IMMUUN (AD);OMIM (AD)";;;AP1S3;AP1S3;
1173;AP2M1;AP50|CLAPM1|MRD60|mu2;AP2M1;"MR (AD);OMIM (AD)";;;AP2M1;AP2M1;
1175;AP2S1;AP17|CLAPS2|FBH3|FBHOk|HHC3;AP2S1;"NIER (AD);OMIM (AD)";;;AP2S1;AP2S1;
8546;AP3B1;ADTB3|ADTB3A|HPS|HPS2|PE;AP3B1;"BLIND (AR);DERM (AR);HEMOS (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP3B1;AP3B1;
8120;AP3B2;DEE48|EIEE48|NAPTB;AP3B2;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP3B2;AP3B2;
8943;AP3D1;ADTD|HPS10|hBLVR;AP3D1;"BLIND (UK,AR,AD,XL);HEMOS (AR);IMMUUN (AR);MR (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;AP3D1;AP3D1;
10717;AP4B1;BETA-4|CPSQ5|SPG47;AP4B1;"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP4B1;AP4B1;
23431;AP4E1;CPSQ4|SPG51|STUT1;AP4E1;"BEWEGING (AR);MR (AR);OMIM (AR;AD,AR);PCS (AR)";;;AP4E1;AP4E1;
9179;AP4M1;CPSQ3|MU-4|MU-ARP2|SPG50;AP4M1;"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP4M1;AP4M1;
11154;AP4S1;AP47B|CLA20|CLAPS4|CPSQ6|SPG52;AP4S1;"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)";;;AP4S1;AP4S1;
9907;AP5Z1;KIAA0415|SPG48|zeta;AP5Z1;"OMIM (AR);PCS (AR)";;;AP5Z1;AP5Z1;
324;APC;BTPS2|DESMD|DP2|DP2.5|DP3|GS|PPP1R46;APC;"DERM (AD);OMIM (AD);TUMOR (AD)";;;APC;APC;
10297;APC2;APCL;APC2;"LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)";;;APC2;APC2;
147495;APCDD1;B7323|DRAPC1|FP7019|HHS|HTS|HYPT1;APCDD1;"DERM (AD);OMIM (AD)";;;APCDD1;APCDD1;
335;APOA1;HPALP2|apo(a);APOA1;"ANEURYSM (AD);OMIM (AD)";;;APOA1;APOA1;
336;APOA2;Apo-AII|ApoA-II|apoAII;APOA2;OMIM (UK,AR,AD,XL);;;APOA2;APOA2;
116519;APOA5;APOAV|RAP3;APOA5;"METAB (AD);OMIM (AD)";;;APOA5;APOA5;
338;APOB;FCHL2|FLDB|LDLCQ4|apoB-100|apoB-48;APOB;"ANEURYSM (AD);OMIM (AR;AD,AR);PCS (AR)";;;APOB;APOB;
344;APOC2;APO-CII|APOC-II;APOC2;"METAB (AR);OMIM (AR);PCS (AR)";;;APOC2;APOC2;
345;APOC3;APOCIII;APOC3;OMIM (UK,AR,AD,XL);;;APOC3;APOC3;
348;APOE;AD2|APO-E|ApoE4|LDLCQ5|LPG;APOE;"OMIM (AR;AD,AR);PCS (AR)";;;APOE;APOE;
8542;APOL1;APO-L|APOL|APOL-I|FSGS4;APOL1;"IMMUUN (AD);NIER (AD,AR);OMIM (AD;AD,AR)";;;APOL1;APOL1;
79135;APOO;FAM121B|MIC26|MICOS26|Mic23|My025;APOO;"OMIM (XL);OXPHOS (XL)";;;APOO;APOO;
351;APP;AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|alpha-sAPP|preA4;APP;OMIM (AD);;;APP;APP;
353;APRT;AMP|APRTD;APRT;"METAB (AR);NIER (AR);OMIM (AR);PCS (AR)";;;APRT;APRT;
54840;APTX;AOA|AOA1|AXA1|EAOH|EOAHA|FHA-HIT;APTX;"BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;APTX;APTX;
359;AQP2;AQP-CD|WCH-CD;AQP2;"NIER (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;AQP2;AQP2;
362;AQP5;AQP-5|PPKB;AQP5;"DERM (AD);OMIM (AD)";;;AQP5;AQP5;
367;AR;AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM;AR;"DSD (XL);OMIM (XL;XLR)";;;AR;AR;
372;ARCN1;COPD|SRMMD;ARCN1;"LENGTE (AD);MR (AD);OMIM (AD)";;;ARCN1;ARCN1;
375;ARF1;PVNH8;ARF1;"MR (AD);OMIM (AD)";;;ARF1;ARF1;
10564;ARFGEF2;BIG2|PVNH2|dJ1164I10.1;ARFGEF2;"MR (AR);OMIM (AR);PCS (AR)";;;ARFGEF2;ARFGEF2;
383;ARG1;;ARG1;"BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ARG1;ARG1;
23092;ARHGAP26;GRAF|GRAF1|OPHN1L|OPHN1L1;ARHGAP26;OMIM (UK,AR,AD,XL);;;ARHGAP26;ARHGAP26;
9411;ARHGAP29;PARG1;ARHGAP29;"CFA (AD);OMIM (AD);SCHISIS (AD)";;;ARHGAP29;ARHGAP29;
57514;ARHGAP31;AOS1|CDGAP;ARHGAP31;"DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;ARHGAP31;ARHGAP31;
396;ARHGDIA;GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1;ARHGDIA;"NIER (AR);OMIM (AR);PCS (AR)";;;ARHGDIA;ARHGDIA;
9138;ARHGEF1;GEF1|IMD62|LBCL2|LSC|P115-RHOGEF|SUB1.5;ARHGEF1;"IMMUUN (AR);OMIM (AR)";;;ARHGEF1;ARHGEF1;
9639;ARHGEF10;GEF10|SNCV;ARHGEF10;"HMSN (AD);OMIM (AD)";;;ARHGEF10;ARHGEF10;
23370;ARHGEF18;P114-RhoGEF|RP78|SA-RhoGEF|p114RhoGEF;ARHGEF18;"BLIND (AR);OMIM (AR);PCS (AR)";;;ARHGEF18;ARHGEF18;
9181;ARHGEF2;GEF|GEF-H1|GEFH1|LFP40|Lfc|NEDMHM|P40;ARHGEF2;"OMIM (AR);PCS (AR)";;;ARHGEF2;ARHGEF2;
64283;ARHGEF28;RGNEF|RIP2|p190RHOGEF;ARHGEF28;"HMSN (AR);OMIM (AR)";;;ARHGEF28;ARHGEF28;
9459;ARHGEF6;COOL2|Cool-2|MRX46|PIXA|alpha-PIX|alphaPIX;ARHGEF6;"MR (XL);OMIM (XL)";;;ARHGEF6;ARHGEF6;
23229;ARHGEF9;COLLYBISTIN|DEE8|EIEE8|HPEM-2|PEM-2|PEM2;ARHGEF9;"EPI (XL);MR (XL);OMIM (XL;XLR)";;;ARHGEF9;ARHGEF9;
8289;ARID1A;B120|BAF250|BAF250a|BM029|C1orf4|CSS2|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1;ARID1A;"DERM (AD);MR (AD);OMIM (AD)";;;ARID1A;ARID1A;
57492;ARID1B;6A3-5|BAF250B|BRIGHT|CSS1|DAN15|ELD/OSA1|MRD12|OSA2|P250R;ARID1B;"DERM (AD);EPI (AD);LENGTE (AD);MR (AD);OMIM (AD)";;;ARID1B;ARID1B;
196528;ARID2;BAF200|CSS6|p200;ARID2;"MR (AD);OMIM (AD)";;;ARID2;ARID2;
25820;ARIH1;ARI|HARI|HHARI|UBCH7BP;ARIH1;"ANEURYSM (AD);HART (AD);OMIM (AD)";;;ARIH1;ARIH1;
200894;ARL13B;ARL2L1|JBTS8;ARL13B;"BLIND (AR);CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ARL13B;ARL13B;
402;ARL2;ARFL2|MRCS1;ARL2;"BLIND (AD);OMIM (AD);OXPHOS (AD)";;;ARL2;ARL2;
23568;ARL2BP;BART|BART1|RP66;ARL2BP;"BLIND (AR);OMIM (AR);PCS (AR)";;;ARL2BP;ARL2BP;
403;ARL3;ARFL3|JBTS35|RP83;ARL3;"BLIND (AD);CILIO (AR);OMIM (AR;AD,AR);PCS (AR)";;;ARL3;ARL3;
84100;ARL6;BBS3|RP55;ARL6;"BLIND (AR);CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ARL6;ARL6;
23204;ARL6IP1;AIP1|ARL6IP|ARMER|SPG61;ARL6IP1;"OMIM (AR);PCS (AR)";;;ARL6IP1;ARL6IP1;
84071;ARMC2;SPGF38|bA787I22.1;ARMC2;OMIM (AR);;;ARMC2;ARMC2;
79798;ARMC5;AIMAH2;ARMC5;"DSD (AD);OMIM (UK,AR,AD,XL);TUMOR (AD)";;;ARMC5;ARMC5;
80210;ARMC9;ARM|JBTS30|KU-MEL-1|NS21;ARMC9;"CILIO (AR);MR (AR);OMIM (AR);PCS (AR)";;;ARMC9;ARMC9;
9915;ARNT2;WEDAS|bHLHe1;ARNT2;"OMIM (AR);OXPHOS (AR);PCS (AR)";;;ARNT2;ARNT2;
10095;ARPC1B;ARC41|IMD71|PLTEID|p40-ARC|p41-ARC;ARPC1B;"HEMOS (AR);IMMUUN (AR);OMIM (AR);PCS (AR)";;;ARPC1B;ARPC1B;
407;ARR3;ARRX|MYP26|cArr;ARR3;"BLIND (XL);OMIM (XL)";;;ARR3;ARR3;
410;ARSA;ASA|MLD;ARSA;"BEWEGING (AD,AR);HMSN (AR);METAB (AR);MR (AR);OMIM (AR;AD,AR);PCS (AR)";;;ARSA;ARSA;
411;ARSB;ASB|G4S|MPS6;ARSB;"LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)";;;ARSB;ARSB;
22901;ARSG;USH4;ARSG;"BLIND (AR);DOOF (AR);OMIM (AR);PCS (AR)";;;ARSG;ARSG;
415;ARSL;ARSE|ASE|CDPX|CDPX1|CDPXR;ARSL;"LENGTE (XLR);MR (XL);OMIM (XLR)";;;ARSL;ARSL;
64801;ARV1;DEE38|EIEE38;ARV1;"MR (AR);OMIM (AR);PCS (AR)";;;ARV1;ARV1;
170302;ARX;CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS;ARX;"BEWEGING (XL);DSD (XL);EPI (XL);MR (XL);OMIM (XL)";;;ARX;ARX;
427;ASAH1;AC|ACDase|ASAH|PHP|PHP32|SMAPME;ASAH1;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ASAH1;ASAH1;
136371;ASB10;GLC1F;ASB10;"BLIND (AD);OMIM (AD;UK,AR,AD,XL)";;;ASB10;ASB10;
51008;ASCC1;ASC1p50|CGI-18|SMABF2|p50;ASCC1;"AKI (AR);OMIM (AR);PCS (AR)";;;ASCC1;ASCC1;
429;ASCL1;ASH1|HASH1|MASH1|bHLHa46;ASCL1;OMIM (AD);;;ASCL1;ASCL1;
55870;ASH1L;ASH1|ASH1L1|KMT2H|MRD52;ASH1L;"MR (AD);OMIM (AD)";;;ASH1L;ASH1L;
434;ASIP;AGSW|AGTI|AGTIL|ASP|SHEP9;ASIP;"DERM (AD);OMIM (AD)";;;ASIP;ASIP;
435;ASL;ASAL;ASL;"DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ASL;ASL;
440;ASNS;ASNSD|TS11;ASNS;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ASNS;ASNS;
443;ASPA;ACY2|ASP;ASPA;"BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ASPA;ASPA;
444;ASPH;AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin;ASPH;"BLIND (AR);OMIM (AR);PCS (AR)";;;ASPH;ASPH;
259266;ASPM;ASP|Calmbp1|MCPH5;ASPM;"MR (AR);OMIM (AR);PCS (AR)";;;ASPM;ASPM;
79058;ASPSCR1;ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9;ASPSCR1;OMIM (UK,AR,AD,XL);;;ASPSCR1;ASPSCR1;
80150;ASRGL1;ALP|ALP1|CRASH;ASRGL1;"BLIND (AR);OMIM (AR)";;;ASRGL1;ASRGL1;
445;ASS1;ASS|CTLN1;ASS1;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ASS1;ASS1;
171023;ASXL1;BOPS|MDS;ASXL1;"BMF (AD);DERM (AD);MR (AD);OMIM (AD);SCHISIS (AD);TUMOR (AD)";;;ASXL1;ASXL1;
55252;ASXL2;ASXH2|SHAPNS;ASXL2;"MR (AD);OMIM (AD)";;;ASXL2;ASXL2;
80816;ASXL3;BRPS|KIAA1713;ASXL3;"DERM (AD);EPI (AD);MR (AD);OMIM (AD)";;;ASXL3;ASXL3;
84896;ATAD1;AFDC1|FNP001|HKPX4|Msp1|THORASE|hATAD1;ATAD1;"MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;ATAD1;ATAD1;
55210;ATAD3A;HAYOS|PHRINL;ATAD3A;"HMSN (AD,AR);MR (AD,AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)";;;ATAD3A;ATAD3A;
83858;ATAD3B;AAA-TOB3|TOB3;ATAD3B;"OMIM (AR);OXPHOS (AR)";;;ATAD3B;ATAD3B;
85300;ATCAY;BNIP-H|CLAC;ATCAY;"BEWEGING (AR);OMIM (AR);PCS (AR)";;;ATCAY;ATCAY;
467;ATF3;;ATF3;"DSD (AD);OMIM (AD)";;;ATF3;ATF3;
22926;ATF6;ACHM7|ATF6A;ATF6;"BLIND (AR);OMIM (AR);PCS (AR)";;;ATF6;ATF6;
115201;ATG4A;APG4A|AUTL2;ATG4A;"IMMUUN (AD);OMIM (AD)";;;ATG4A;ATG4A;
23192;ATG4B;APG4B|AUTL1;ATG4B;"ANEURYSM (AD);OMIM (AD)";;;ATG4B;ATG4B;
9474;ATG5;APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5;ATG5;"OMIM (AR);PCS (AR)";;;ATG5;ATG5;
471;ATIC;AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH;ATIC;"DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ATIC;ATIC;
51062;ATL1;AD-FSP|FSP1|GBP3|HSN1D|SPG3|SPG3A|atlastin1;ATL1;"BEWEGING (AD);HMSN (AD);HNPD (AD);MR (AD);OMIM (AD)";;;ATL1;ATL1;
25923;ATL3;HSN1F;ATL3;"HMSN (AD);HNPD (AD);OMIM (AD)";;;ATL3;ATL3;
472;ATM;AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1;ATM;"BEWEGING (AR);BRSTKNK (AD);IMMUUN (AR);OMIM (AR;AD;AD,AR);PCS (AR);TUMOR (AD,AR)";;;ATM;ATM;
1822;ATN1;B37|CHEDDA|D12S755E|DRPLA|HRS|NOD;ATN1;"MR (AD);OMIM (AD)";;;ATN1;ATN1;
474;ATOH1;ATH1|HATH1|MATH-1|bHLHa14;ATOH1;"DOOF (AD);OMIM (AD)";;;ATOH1;ATOH1;
